Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),THERMAL ZONE 1 THERMAL ZONE:Zone Mean Air Temperature [C](TimeStep) 
 01/25  08:36:00,20.4,19.305833670869438 
 01/25  08:37:00,20.4,19.305833670869384 
 01/25  08:38:00,20.4,19.305833670869377 
 01/25  08:39:00,20.4,19.305833670869427 
 01/25  08:40:00,20.4,19.30583367086953 
 01/25  08:41:00,20.4,19.305833670869679 
 01/25  08:42:00,20.4,19.30583367086987 
 01/25  08:43:00,20.4,19.30583367087008 
 01/25  08:44:00,20.4,19.305833670870304 
 01/25  08:45:00,20.4,19.30583367087053 
 01/25  08:46:00,20.4,19.305833670870748 
 01/25  08:47:00,20.4,19.30583367087095 
 01/25  08:48:00,20.4,19.305833670871139 
 01/25  08:49:00,20.4,19.305833670871313 
 01/25  08:50:00,20.4,19.30583367087147 
 01/25  08:51:00,20.4,19.305833670871605 
 01/25  08:52:00,20.4,19.305833670871715 
 01/25  08:53:00,20.4,19.305833670871804 
 01/25  08:54:00,20.4,19.305833670871864 
 01/25  08:55:00,20.4,19.305833670871903 
 01/25  08:56:00,20.4,19.30583367087192 
 01/25  08:57:00,20.4,19.305833670871924 
 01/25  08:58:00,20.4,19.30583367087192 
 01/25  08:59:00,20.4,19.30583367087192 
 01/25  09:00:00,20.4,19.30583367087194 
 01/25  09:01:00,20.4,19.305833670871995 
 01/25  09:02:00,20.4,19.305833670872088 
 01/25  09:03:00,20.4,19.305833670872216 
 01/25  09:04:00,20.4,19.30583367087238 
 01/25  09:05:00,20.4,19.305833670872585 
 01/25  09:06:00,20.4,19.305833670872816 
 01/25  09:07:00,20.4,19.305833670873075 
 01/25  09:08:00,20.4,19.305833670873363 
 01/25  09:09:00,20.4,19.30583367087367 
 01/25  09:10:00,20.4,19.305833670873999 
 01/25  09:11:00,20.4,19.30583367087433 
 01/25  09:12:00,20.4,19.305833670874656 
 01/25  09:13:00,20.4,19.305833670874976 
 01/25  09:14:00,20.4,19.305833670875275 
 01/25  09:15:00,20.4,19.30583367087554 
 01/25  09:16:00,20.4,19.305833670875776 
 01/25  09:17:00,20.4,19.305833670875978 
 01/25  09:18:00,20.4,19.30583367087614 
 01/25  09:19:00,20.4,19.305833670876266 
 01/25  09:20:00,20.4,19.30583367087635 
 01/25  09:21:00,20.4,19.3058336708764 
 01/25  09:22:00,20.4,19.305833670876415 
 01/25  09:23:00,20.4,19.305833670876387 
 01/25  09:24:00,20.4,19.30583367087633 
 01/25  09:25:00,20.4,19.305833670876248 
 01/25  09:26:00,20.4,19.305833670876145 
