Date/Time,EMS:Temperatura Habitacion [C](TimeStep),EMS:Temperatura exterior [C](TimeStep),M_SC:Surface Inside Face Temperature [C](TimeStep),M_SC:Surface Outside Face Temperature [C](TimeStep),M_SC:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](TimeStep),M_SC:Surface Inside Face Convection Heat Gain Rate [W](TimeStep),M_SC:Surface Inside Face Conduction Heat Transfer Rate [W](TimeStep),H_M2:Surface Inside Face Temperature [C](TimeStep),H_M2:Surface Outside Face Temperature [C](TimeStep),H_M2:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](TimeStep),H_M2:Surface Inside Face Convection Heat Gain Rate [W](TimeStep),H_M2:Surface Inside Face Conduction Heat Transfer Rate [W](TimeStep),M_SC2:Surface Inside Face Temperature [C](TimeStep),M_SC2:Surface Outside Face Temperature [C](TimeStep),M_SC2:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](TimeStep),M_SC2:Surface Inside Face Convection Heat Gain Rate [W](TimeStep),M_SC2:Surface Inside Face Conduction Heat Transfer Rate [W](TimeStep),TZ_CLIMA:Zone Mean Air Temperature [C](TimeStep),TZ_GUARDA:Zone Mean Air Temperature [C](TimeStep),TZ_HABITACION:Zone Mean Air Temperature [C](TimeStep) 
 01/29  07:43:00,20.399999999868095,20.4,20.399999999992767,20.399999999867395,13.0,4.302960405766498e-10,-4.313690169510664e-10,20.399999999868404,20.39999999986853,2.0,-2.8287558961892502e-12,5.826586857438088e-10,20.399999999867395,20.399999999992767,6.6,2.1137634576007255e-11,-1.7070078683900645e-11,20.4,20.399999999868095,20.399999999868045 
 01/29  07:44:00,20.399999999868045,20.4,20.399999999992795,20.399999999867615,13.0,4.286052899260539e-10,-4.2766237129399087e-10,20.3999999998683,20.399999999868404,2.0,-2.3410393623635175e-12,4.827743396162987e-10,20.399999999867615,20.399999999992795,6.6,1.2983014130441005e-11,-8.128608897095546e-12,20.4,20.39999999986805,20.399999999868024 
 01/29  07:45:00,20.399999999868024,20.4,20.399999999992898,20.399999999867878,13.0,4.2247631881764389e-10,-4.1998896449513267e-10,20.39999999986822,20.3999999998683,2.0,-1.8208083929494025e-12,3.4959521144628528e-10,20.399999999867878,20.399999999992898,6.6,4.3992031351081086e-12,1.4631496014771982e-12,20.4,20.399999999868024,20.399999999868034 
 01/29  07:46:00,20.399999999868034,20.4,20.39999999999305,20.39999999986818,13.0,4.1338853407069108e-10,-4.098444605915574e-10,20.399999999868166,20.39999999986822,2.0,-1.203034116770141e-12,2.663582563400269e-10,20.39999999986818,20.39999999999305,6.6,-4.3992031351081086e-12,1.1347538020345382e-11,20.4,20.39999999986803,20.399999999868073 
 01/29  07:47:00,20.399999999868073,20.4,20.39999999999322,20.399999999868514,13.0,4.032440301671158e-10,-3.992772690253332e-10,20.399999999868137,20.399999999868166,2.0,-5.852598405908794e-13,1.1653173714876177e-10,20.399999999868514,20.39999999999322,6.6,-1.3304907042765988e-11,2.0614152163034304e-11,20.399999999999996,20.399999999868073,20.399999999868134 
 01/29  07:48:00,20.399999999868134,20.4,20.39999999999338,20.399999999868844,13.0,3.9352221392618956e-10,-3.897180249623488e-10,20.399999999868134,20.399999999868137,2.0,0.0,1.664739102125168e-11,20.399999999868844,20.39999999999338,6.6,-2.145952748833224e-11,2.890533323807176e-11,20.4,20.399999999868134,20.39999999986822 
 01/29  07:49:00,20.39999999986822,20.4,20.399999999993527,20.399999999869168,13.0,3.8506846067321018e-10,-3.818820459855487e-10,20.399999999868159,20.399999999868134,2.0,5.852598405908794e-13,-9.988434612751008e-11,20.399999999869168,20.399999999993527,6.6,-2.8541171559481877e-11,3.563582140486687e-11,20.4,20.399999999868219,20.399999999868336 
 01/29  07:50:00,20.399999999868336,20.4,20.39999999999364,20.39999999986947,13.0,3.783054580708267e-10,-3.7563927435257939e-10,20.399999999868205,20.399999999868159,2.0,1.203034116770141e-12,-2.1641608327627185e-10,20.39999999986947,20.39999999999364,6.6,-3.4227946343889929e-11,4.08706455345964e-11,20.4,20.399999999868336,20.399999999868468 
 01/29  07:51:00,20.399999999868468,20.4,20.399999999993736,20.39999999986975,13.0,3.7259917462506565e-10,-3.704694790940266e-10,20.399999999868279,20.399999999868205,2.0,1.723265086184256e-12,-3.4959521144628528e-10,20.39999999986975,20.399999999993736,6.6,-3.8734447116439697e-11,4.490243554755579e-11,20.4,20.399999999868468,20.399999999868606 
 01/29  07:52:00,20.399999999868606,20.4,20.399999999993825,20.399999999870013,13.0,3.673155788419535e-10,-3.652021405287087e-10,20.399999999868368,20.399999999868279,2.0,2.1784671844216067e-12,-3.9953738451004035e-10,20.399999999870013,20.399999999993825,6.6,-4.248986442689783e-11,4.8446509026689456e-11,20.4,20.399999999868606,20.39999999986875 
