Date/Time,EMS:Temperatura Habitacion [C](TimeStep),EMS:Temperatura exterior [C](TimeStep),M_SC:Surface Inside Face Temperature [C](TimeStep),M_SC:Surface Outside Face Temperature [C](TimeStep),M_SC:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](TimeStep),M_SC:Surface Inside Face Convection Heat Gain Rate [W](TimeStep),M_SC:Surface Inside Face Conduction Heat Transfer Rate [W](TimeStep),H_M2:Surface Inside Face Temperature [C](TimeStep),H_M2:Surface Outside Face Temperature [C](TimeStep),H_M2:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](TimeStep),H_M2:Surface Inside Face Convection Heat Gain Rate [W](TimeStep),H_M2:Surface Inside Face Conduction Heat Transfer Rate [W](TimeStep),M_SC2:Surface Inside Face Temperature [C](TimeStep),M_SC2:Surface Outside Face Temperature [C](TimeStep),M_SC2:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](TimeStep),M_SC2:Surface Inside Face Convection Heat Gain Rate [W](TimeStep),M_SC2:Surface Inside Face Conduction Heat Transfer Rate [W](TimeStep),TZ_CLIMA:Zone Mean Air Temperature [C](TimeStep),TZ_GUARDA:Zone Mean Air Temperature [C](TimeStep),TZ_HABITACION:Zone Mean Air Temperature [C](TimeStep) 
 01/25  08:58:00,21.86233724796535,20.4,20.433422730196776,21.79683731540156,13.0,-1.9882513739460084,1.9882197302046226,21.927195367870988,21.927174666476323,6.6,-1.9588189941420749,-0.9261885640165202,21.79683731540156,20.433422730196776,6.6,1.9782027633185245,-1.979525416531656,20.4,21.862337255178397,21.862276747370378 
 01/25  08:59:00,21.862276747370378,20.4,20.433421347413814,21.796779524704684,13.0,-1.9881691149529588,1.9881374725197752,21.927132183871664,21.927111483333534,6.6,-1.9587379510372494,-0.9261502422103659,21.796779524704684,20.433421347413814,6.6,1.9781209200602377,-1.9794435185522537,20.399999999999996,21.862276754582849,21.8622162492785 
 01/25  09:00:00,21.8622162492785,20.4,20.43341996468803,21.79672173639872,13.0,-1.988086859361911,1.9880552182374983,21.927069002486524,21.9270483028048,6.6,-1.9586569112874069,-0.9261119263775036,21.79672173639872,20.43341996468803,6.6,1.978039080189981,-1.9793616239632617,20.399999999999996,21.862216256490407,21.862155753689618 
 01/25  09:01:00,21.862155753689618,20.4,20.43341858201946,21.796663950483575,13.0,-1.9880046071739215,1.9879729673586375,21.92700582371537,21.92698512489011,6.6,-1.9585758748897567,-0.9260736077541225,21.796663950483575,20.43341858201946,6.6,1.9779572437076476,-1.9792797327646799,20.399999999999996,21.86215576090095,21.862095260603629 
 01/25  09:02:00,21.862095260603629,20.4,20.433417199408109,21.796606166959138,13.0,-1.9879223583898358,1.9878907198837129,21.926942647558187,21.92692194958926,6.6,-1.9584948418467672,-0.9260352949105073,21.796606166959138,20.433417199408109,6.6,1.9778754106134514,-1.9791978449566057,20.4,21.862095267814394,21.862034770020427 
 01/25  09:03:00,21.862034770020427,20.4,20.433415816853978,21.796548385825305,13.0,-1.9878401130094424,1.987808475812887,21.926879474014773,21.92685877690224,6.6,-1.9584138121556488,-0.9259969796166043,21.796548385825305,20.433415816853978,6.6,1.9777935809073924,-1.9791159605385194,20.4,21.86203477723062,21.861974281939888 
 01/25  09:04:00,21.861974281939888,20.4,20.433414434357073,21.796490607081979,13.0,-1.9877578710335869,1.9877262351464529,21.92681630308511,21.926795606828845,6.6,-1.9583327858196198,-0.9259586701732188,21.796490607081979,20.433414434357073,6.6,1.977711754588613,-1.9790340795102577,20.4,21.861974289149509,21.861913796361909 
 01/25  09:05:00,21.861913796361909,20.4,20.433413051917399,21.796432830729058,13.0,-1.9876756324622689,1.987643997884475,21.926753134769,21.926732439369059,6.6,-1.9582517628356767,-0.9259203578186208,21.796432830729058,20.433413051917399,6.6,1.9776299316571125,-1.9789522018718538,20.399999999999996,21.86191380357096,21.861853313286394 
 01/25  09:06:00,21.861853313286394,20.4,20.433411669534935,21.79637505676642,13.0,-1.9875933972944322,1.987561764026206,21.92668996906643,21.926669274522678,6.6,-1.9581707432063942,-0.9258820515205517,21.79637505676642,20.433411669534935,6.6,1.977548112113642,-1.97887032762399,20.4,21.861853320494878,21.86179283271323 
 01/25  09:07:00,21.86179283271323,20.4,20.43341028720967,21.79631728519394,13.0,-1.9875111655290197,1.9874795335694998,21.926626805977194,21.926606112289695,6.6,-1.958089726928875,-0.9258437423851429,21.79631728519394,20.43341028720967,6.6,1.9774662959586314,-1.9787884567677073,20.4,21.86179283992114,21.861732354642304 
 01/25  09:08:00,21.861732354642304,20.4,20.433408904941577,21.79625951601148,13.0,-1.9874289371645522,1.987397306513153,21.92656364550128,21.926542952669906,6.6,-1.958008714006446,-0.9258054389774771,21.79625951601148,20.433408904941577,6.6,1.9773844831926162,-1.9787065893033953,20.4,21.861732361849645,21.861671879073506 
